,Unnamed: 0,Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation,Latitude,Longitude,Community Board,Community Council ,Census Tract,BIN,BBL,NTA,LON,LAT,NUMBER,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
56,1746,8001349937,GAB3551,NY,PAS,02/16/2015,37,4DSD,TOYOT,T,13610,34790,34810,01/01/20160808 12:00:00 PM,18.0,18,18,361040,T102,K,0158P,1200P,NY,O,1657,BROADWAY,,01/05/0001 12:00:00 PM,408,h1,,Y,0700A,0600P,BL,,1995,143-3420,0,25 6,37-Expired Muni Meter,,,,,,,,,,,,-73.91337779999999,40.684737,1657,BROADWAY,,,,,11207.0,10166939.0,dc28a58f34829bc2
57,92,1378109041,ETP8135,NY,PAS,11/10/2014,19,SDN,NISSA,P,35490,15710,11710,01/01/20150817 12:00:00 PM,24.0,24,137,940892,0137,0000,0436P,,NY,F,165,W 86 ST,,01/05/0001 12:00:00 PM,408,F1,,BBBBBBB,ALL,ALL,WH,0.0,2014,-,0,,,,,,,,,,,,,,-73.9747297,40.7877397,165,W 86 ST,,,,,10024.0,1028806.0,704557bbc76c631c
58,94,7719036463,24705MB,NY,COM,01/28/2015,37,REFG,MITSU,T,24890,18670,18690,01/01/20160131 12:00:00 PM,19.0,19,19,359325,T103,O,1133A,1125A,NY,F,1258,LEXINGTON AVE,,01/01/20150128 12:00:00 PM,408,h1,,YYYYY,1000A,0700P,WHITE,,2012,127-4746,0,03 7,37-Expired Muni Meter,,,,,,,,,,,,-73.9563271,40.7787229,1258,LEXINGTON AVE,,,,,10028.0,1037581.0,5bf5b4739d56aac1
59,98,1368841090,T621450C,NY,SRF,11/20/2014,40,SUBN,CHEVR,P,8440,20190,20340,01/01/20150331 12:00:00 PM,115.0,115,170,938769,0170,0000,0805P,,Q,F,108-03,34 AVE,,01/05/0001 12:00:00 PM,408,E1,,BBBBBBB,ALL,ALL,BK,0.0,2008,-,0,,,,,,,,,,,,,,-73.860476,40.7564583,108-03,34 AVE,,,,,11368.0,48002.0,626a48c89a417d4f
60,100,7094378518,FLL6751,NY,PAS,06/26/2014,21,4DSD,ACURA,T,34430,42030,58330,01/01/20150504 12:00:00 PM,94.0,94,94,349496,T301,A,0909A,,K,F,97,DUPONT ST,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,0830A,1000A,GREY,,2011,,0,18 3,21-No Parking (street clean),,,,,,,,,,,,-73.9562907,40.7358835,97,DUPONT ST,,,,,11222.0,3082349.0,39515012eb8bd40f
61,109,7662244076,66111JW,NY,COM,03/25/2015,51,VAN,WORKH,T,29690,36030,36050,01/01/88888888 12:00:00 PM,26.0,26,26,355209,T103,A,1019A,,NY,F,415,RIVERSIDE DR,,01/05/0001 12:00:00 PM,408,e3,,,,,BROWN,,2007,,0,CC6,51-Sidewalk,,,,,,,,,,,,-73.9668691,40.8072656,415,RIVERSIDE DR,,,,,10025.0,1047673.0,9b038010c2bc81b6
62,116,7047383785,EXS3290,NY,PAS,05/27/2015,16,SUBN,LEXUS,T,16410,13460,25890,01/01/20160504 12:00:00 PM,5.0,5,5,361279,T101,F,0145P,,NY,F,23,DIVISION ST,,01/05/0001 12:00:00 PM,408,k2,,YYYYY,0700A,0700P,GY,,2010,,0,74 1,16A-No Std (Com Veh) Non-COM,,,,,,,,,,,,-73.9963585,40.714025,23,DIVISION ST,,,,,10002.0,1004041.0,7462697667d925cf
63,118,7818597608,CPF6528,NY,PAS,02/15/2015,17,SUBN,NISSA,T,15350,24750,10510,01/01/20150730 12:00:00 PM,1.0,1,1,333251,T501,G,1053A,,NY,O,253,CHURCH ST,,01/05/0001 12:00:00 PM,408,c4,,YYYYYYY,0700A,0700P,BK,,2009,,0,01 6,17-No Stand (exc auth veh),,,,,,,,,,,,-74.0053912,40.717898600000005,253,CHURCH ST,,,,,10013.0,1002175.0,4b905894d4dce73b
64,121,7163117346,ACT4918,NC,PAS,08/14/2014,20,SUBN,FORD,T,44010,49876,17450,01/01/20150588 12:00:00 PM,120.0,120,120,355668,T303,N,0217P,,R,F,40,PROSPECT ST,,01/05/0001 12:00:00 PM,408,d,,YYYYY,0800A,0600P,BLACK,,0,,0,D-PM,20A-No Parking (Non-COM),,,,,,,,,,,,-74.0759683,40.6284799,40,PROSPECT ST,,,,,10304.0,5161210.0,366c94c161b622e1
65,122,7773113440,246ZSK,CT,PAS,05/17/2015,14,2DSD,HONDA,T,42820,71220,76790,01/01/20150088 12:00:00 PM,52.0,52,52,344775,T201,X,0515A,,BX,O,3200,JEROME AVE,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,BLACK,,0,,0,01 2,14-No Standing,,,,,,,,,,,,-73.8870677,40.877438700000006,3200,JEROME AVE,,,,,10468.0,2029899.0,f27f8b741655a892
66,2739,1369202544,GHU6258,NY,PAS,09/19/2014,21,SDN,NISSA,S,42820,71220,76790,01/01/20151202 12:00:00 PM,52.0,52,0,513135,BX07,0000,0835A,,BX,F,3200,JEROME AVE,,01/05/0001 12:00:00 PM,408,D1,,BYBBYBB,0830A,1000A,BLACK,0.0,1998,-,0,,,,,,,,,,,,,,-73.8870677,40.877438700000006,3200,JEROME AVE,,,,,10468.0,2029899.0,f27f8b741655a892
67,2740,1369202544,GHU6258,NY,PAS,09/19/2014,21,SDN,NISSA,S,42820,71220,76790,01/01/20151202 12:00:00 PM,52.0,52,0,513135,BX07,0000,0835A,,BX,F,3200,JEROME AVE,,01/05/0001 12:00:00 PM,408,D1,,BYBBYBB,0830A,1000A,BLACK,0.0,1998,-,0,,,,,,,,,,,,,,-73.8870677,40.877438700000006,3200,JEROME AVE,,,,,10468.0,2029899.0,f27f8b741655a892
68,123,1381130574,GLS5435,NY,PAS,05/03/2015,14,SDN,NISSA,P,13980,36830,36880,01/01/20151113 12:00:00 PM,63.0,63,63,946815,0063,0000,1207A,,K,F,4501,AVE H,,01/05/0001 12:00:00 PM,408,F7,,BBBBBBB,ALL,ALL,BK,0.0,2009,-,0,,,,,,,,,,,,,,-73.9330498,40.6327392,4501,AVE H,,,,,11234.0,3268403.0,3eee459210f80b86
69,127,1377566353,FPE8144,NY,PAS,02/06/2015,71,SDN,HYUND,P,36030,10610,10810,01/01/20150321 12:00:00 PM,28.0,28,28,953329,0028,0000,0705P,,NY,O,259,W 113 ST,,01/05/0001 12:00:00 PM,408,J3,,BBBBBBB,ALL,ALL,GRAY,0.0,1999,-,0,,,,,,,,,,,,,,-73.9556305,40.80214829999999,259,W 113 ST,,,,,10026.0,1045696.0,ef90df307dd242b7
70,128,7442734261,BHV8865,NY,PAS,07/02/2014,21,4DSD,NS/OT,T,51090,16590,45590,01/01/20160607 12:00:00 PM,102.0,102,102,358199,T402,J,0806A,,Q,F,80-28,JAMAICA AVE,,01/05/0001 12:00:00 PM,408,d1,,Y,,,RED,,2003,,0,18 4,21-No Parking (street clean),,,,,,,,,,,,-73.8613463,40.6921513,80-28,JAMAICA AVE,,,,,11421.0,204732.0,9ffa6fad6a1d035e
71,130,1377069310,FFD8782,NY,PAS,10/18/2014,70,SUBN,CHEVR,X,6190,26390,26440,01/01/20141018 12:00:00 PM,109.0,109,109,932677,0109,0000,0339P,,Q,O,211-11,18 AVE,,01/05/0001 12:00:00 PM,408,J6,,BBBBBBB,ALL,ALL,WHITE,0.0,2013,-,0,,,,,,,,,,,,,,-73.78145129999999,40.7825157,211-11,18 AVE,,,,,11360.0,144198.0,4d099d6721308e4a
72,141,7929472590,62632JD,NY,COM,03/12/2015,46,DELV,INTER,T,11610,29890,31490,01/01/20150531 12:00:00 PM,7.0,7,7,361856,T101,E,0243P,1200P,NY,F,172,ALLEN ST,,01/01/20150312 12:00:00 PM,408,F1,,,,,RED,,1990,,0,75 1,46B-Double Parking (Com-100Ft),,,,,,,,,,,,-73.9889676,40.7214037,172,ALLEN ST,,,,,10002.0,1006909.0,5e492a30097312e9
73,146,7359162294,AXW8175,GA,PAS,12/20/2014,38,4DSD,HONDA,T,29320,42820,24020,01/01/20140088 12:00:00 PM,52.0,52,52,361340,T201,O,0939A,,BX,F,2,E GUN HILL RD,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,GREY,,0,,0,06 2,38-Failure to Display Muni Rec,,,,,,,,,,,,-73.88114709999999,40.882467600000005,2,E GUN HILL RD,,,,,10467.0,2102723.0,d20f3ab4a7ded25b
74,149,7304393786,63398JM,NY,COM,07/14/2014,51,VAN,GMC,T,29690,35590,35610,01/01/88888888 12:00:00 PM,20.0,20,20,357716,T103,P,0550P,,NY,F,194,RIVERSIDE DR,,01/05/0001 12:00:00 PM,408,e3,,,,,BROWN,,1988,,0,52 7,51-Sidewalk,,,,,,,,,,,,-73.9765621,40.7932101,194,RIVERSIDE DR,,,,,10025.0,1030123.0,9db7ba820b0cb443
75,151,1371162438,FPJ1829,NY,PAS,10/17/2014,67,SUBN,HONDA,X,27150,52120,21820,01/01/20150809 12:00:00 PM,46.0,46,46,948977,0046,0000,0130A,,BX,F,114,E 183 ST,,01/05/0001 12:00:00 PM,408,J6,,BBBBBBB,ALL,ALL,BLK,0.0,1999,-,0,,,,,,,,,,,,,,-73.90124809999999,40.8577567,114,E 183 ST,,,,,10453.0,2024850.0,2accd1ba48b4225c
76,154,7978661817,63443JM,NY,COM,08/29/2014,38,VAN,INTER,T,11710,35290,35310,01/01/88888888 12:00:00 PM,20.0,20,20,331794,T103,N,0223P,,NY,O,351,AMSTERDAM AVE,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,BROWN,,2001,,0,45 7,38-Failure to Display Muni Rec,,,,,,,,,,,,-73.9792884,40.7815349,351,AMSTERDAM AVE,,,,,10024.0,1026936.0,47b7f460f024ee48
77,6319,7989433436,69190JZ,NY,COM,12/31/2014,46,REFG,MITSU,T,11710,35290,35310,01/01/20160630 12:00:00 PM,20.0,20,20,361144,T103,K,0119P,1200P,NY,F,351,AMSTERDAM AVE,,01/05/0001 12:00:00 PM,408,F1,,,,,RED,,2010,,0,49 7,46B-Double Parking (Com-100Ft),,,,,,,,,,,,-73.9792884,40.7815349,351,AMSTERDAM AVE,,,,,10024.0,1026936.0,47b7f460f024ee48
78,6320,7989433436,69190JZ,NY,COM,12/31/2014,46,REFG,MITSU,T,11710,35290,35310,01/01/20160630 12:00:00 PM,20.0,20,20,361144,T103,K,0119P,1200P,NY,F,351,AMSTERDAM AVE,,01/05/0001 12:00:00 PM,408,F1,,,,,RED,,2010,,0,49 7,46B-Double Parking (Com-100Ft),,,,,,,,,,,,-73.9792884,40.7815349,351,AMSTERDAM AVE,,,,,10024.0,1026936.0,47b7f460f024ee48
79,162,7564374019,GFW9912,NY,PAS,08/12/2014,20,SUBN,MAZDA,T,53500,44530,51330,01/01/20150321 12:00:00 PM,84.0,84,84,357368,T301,O,0450P,,K,F,160,JOHN ST,,01/05/0001 12:00:00 PM,408,d,,YYYYYYY,0400P,0700P,GREY,,2006,,0,A 31,20A-No Parking (Non-COM),,,,,,,,,,,,-73.9816703,40.7041849,160,JOHN ST,,,,,11201.0,3000061.0,8ddc0026bfeb5163
80,163,7030989776,L30ETD,NJ,PAS,10/30/2014,19,4DSD,NISSA,T,40930,31830,19230,01/01/88888888 12:00:00 PM,78.0,78,78,343926,T802,B,1028P,,K,F,231,FLATBUSH AVE,,01/05/0001 12:00:00 PM,408,c3,,YYYYYYY,,,BLACK,,0,,0,F 31,19-No Stand (bus stop),,,,,,,,,,,,-73.9751771,40.6812265,231,FLATBUSH AVE,,,,,11217.0,3034289.0,e2b59a4f5c29c6ae
81,164,1354183642,11452ME,NY,COM,06/23/2015,14,VAN,FORD,P,31530,84030,54000,01/01/20170630 12:00:00 PM,79.0,79,110,353078,T110,0000,0741A,,K,F,455,DEKALB AVE,,01/05/0001 12:00:00 PM,408,D1,,YYYYYBB,0700A,1000A,WH,0.0,2008,-,0,,,,,,,,,,,,,,-73.95907679999999,40.6905932,455,DEKALB AVE,,,,,11205.0,3069547.0,62928ae581183fe2
82,167,7662640474,ACD3800,NY,PAS,03/12/2015,46,4DSD,NISSA,T,30490,23490,11010,01/01/20150404 12:00:00 PM,34.0,34,34,359294,T103,L,0213P,,NY,F,264,SHERMAN AVE,,01/05/0001 12:00:00 PM,408,f1,,,,,BLACK,,1997,,0,H 77,46A-Double Parking (Non-COM),,,,,,,,,,,,-73.9184524,40.8665352,264,SHERMAN AVE,,,,,10034.0,1058518.0,48e36496ff338aed
83,170,7001084840,DPK4617,NY,PAS,02/26/2015,38,SUBN,SUBAR,T,54580,11640,36400,01/01/20160417 12:00:00 PM,109.0,109,109,361798,T401,P,1225P,,Q,O,56-34,MAIN ST,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,GY,,2011,,0,02 4,38-Failure to Display Muni Rec,,,,,,,,,,,,-73.8263671,40.747367499999996,56-34,MAIN ST,,,,,11355.0,128362.0,036a651cdca148b7
84,175,7557956060,S364CA,NY,PAS,01/26/2015,38,SUBN,BMW,T,81430,40930,87330,01/01/20150515 12:00:00 PM,77.0,77,77,361316,T301,E,0256P,,K,O,195,STERLING PL,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,SILVE,,2007,,0,19 3,38-Failure to Display Muni Rec,,,,,,,,,,,,-73.9712845,40.6764047,195,STERLING PL,,,,,11238.0,3035837.0,16b52af9f11e1abc
85,176,7557956060,S364CA,NY,PAS,01/26/2015,38,SUBN,BMW,T,81430,40930,87330,01/01/20150515 12:00:00 PM,77.0,77,77,361316,T301,E,0256P,,K,O,195,STERLING PL,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,SILVE,,2007,,0,19 3,38-Failure to Display Muni Rec,,,,,,,,,,,,-73.9712845,40.6764047,195,STERLING PL,,,,,11238.0,3035837.0,16b52af9f11e1abc
86,178,7969135547,DRX2540,NY,PAS,01/26/2015,38,SUBN,TOYOT,T,16620,77150,22920,01/01/20160530 12:00:00 PM,47.0,47,47,361106,T202,E,1136A,,BX,F,704,BURKE AVE,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,GOLD,,2006,,0,11A,38-Failure to Display Muni Rec,,,,,,,,,,,,-73.866887,40.8712874,704,BURKE AVE,,,,,10467.0,2102837.0,21c0c599052b4095
87,179,7969135547,DRX2540,NY,PAS,01/26/2015,38,SUBN,TOYOT,T,16620,77150,22920,01/01/20160530 12:00:00 PM,47.0,47,47,361106,T202,E,1136A,,BX,F,704,BURKE AVE,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,GOLD,,2006,,0,11A,38-Failure to Display Muni Rec,,,,,,,,,,,,-73.866887,40.8712874,704,BURKE AVE,,,,,10467.0,2102837.0,21c0c599052b4095
88,180,7092099663,GSN3439,NY,PAS,04/30/2015,21,SUBN,MERCU,T,28790,7740,7940,01/01/20160715 12:00:00 PM,114.0,114,114,355272,T401,L,0848A,,Q,F,29-15,ASTORIA BLVD,,01/05/0001 12:00:00 PM,408,d1,,Y,0830A,0900A,GY,,2007,,0,D 41,21-No Parking (street clean),,,,,,,,,,,,-73.91920920000001,40.770501700000004,29-15,ASTORIA BLVD,,,,,11102.0,21137.0,48fcda72a3f95946
89,182,7265948488,DEB6195,NY,PAS,11/21/2014,74,SUBN,HUMME,T,24290,10510,32685,01/01/20160507 12:00:00 PM,1.0,1,1,349538,T105,H,0219P,,NY,F,15,KING ST,,01/05/0001 12:00:00 PM,408,j2,,,,,BK,,2004,,0,107,74-Missing Display Plate,,,,,,,,,,,,-74.00333549999999,40.7277812,15,KING ST,,,,,10014.0,1010293.0,8b1ff9d1c154d5e5
90,183,8030852095,GVA9768,NY,PAS,05/26/2015,74,SUBN,ACURA,T,15710,35250,35270,01/01/20170511 12:00:00 PM,20.0,20,20,361037,T103,R,0133P,,NY,F,313,COLUMBUS AVE,,01/05/0001 12:00:00 PM,408,j2,,,,,BK,,2014,,0,37 7,74B-Covered Plate,,,,,,,,,,,,-73.9772942,40.7791588,313,COLUMBUS AVE,,,,,10023.0,1026304.0,6f80fc7ebe7178cf
91,184,7990337228,A634298,KS,PAS,09/17/2014,37,SUBN,CHRYS,T,11710,14210,35990,01/01/20141088 12:00:00 PM,26.0,26,26,361080,T103,O,1209P,1152A,NY,F,1020,AMSTERDAM AVE,,01/01/20140917 12:00:00 PM,408,h1,,Y,0830A,0700P,GREEN,,0,138-9723,0,31 7,37-Expired Muni Meter,,,,,,,,,,,,-73.9638188,40.8033477,1020,AMSTERDAM AVE,,,,,10025.0,1047168.0,f078a6d389901e55
92,185,7739161421,GTR8180,NY,PAS,12/18/2014,21,2DSD,SMART,T,38530,24330,46030,01/01/20160930 12:00:00 PM,94.0,94,94,358630,T301,C,1142A,,K,F,319,ECKFORD ST,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,1130A,0100P,GY,,2015,,0,17 3,21-No Parking (street clean),,,,,,,,,,,,-73.95241170000001,40.729967200000004,319,ECKFORD ST,,,,,11222.0,3084234.0,61bcaccf17d776cb
93,190,7144108852,GPH9261,NY,PAS,02/12/2015,38,4DSD,HONDA,T,59990,9890,10090,01/01/20160411 12:00:00 PM,108.0,108,108,361875,T401,R,0325P,,Q,F,43-15,QUEENS BLVD,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,1000P,WH,,2014,,0,37 4,38-Failure to Display Muni Rec,,,,,,,,,,,,-73.9207765,40.7436983,43-15,QUEENS BLVD,,,,,11104.0,2414.0,fb47e00a302b142b
94,192,1371150187,FZB9094,NY,PAS,06/22/2014,70,SUBN,INFIN,P,72720,26250,26370,01/01/20140601 12:00:00 PM,44.0,44,163,922066,0163,0000,0120P,,BX,F,735,WALTON AVE,,01/05/0001 12:00:00 PM,408,F7,,BBBBBBB,ALL,ALL,SLVR,0.0,2008,-,0,,,,,,,,,,,,,,-73.9259278,40.824406200000006,735,WALTON AVE,,,,,10451.0,2005240.0,590da8a29d0904b8
95,9552,1380360845,GNR9079,NY,PAS,06/11/2015,21,SDN,HYUND,S,72720,26250,26370,01/01/20160907 12:00:00 PM,44.0,44,0,612437,BX05,0000,0809A,,BX,F,735,WALTON AVE,,01/05/0001 12:00:00 PM,408,D1,,YBBYBBB,0800A,0930A,GRY,0.0,2005,-,0,,,,,,,,,,,,,,-73.9259278,40.824406200000006,735,WALTON AVE,,,,,10451.0,2005240.0,590da8a29d0904b8
96,195,8006959262,T624605C,NY,OMT,08/14/2014,21,4DSD,TOYOT,T,31330,14380,73030,01/01/20140731 12:00:00 PM,62.0,62,62,356501,T302,O,0911A,,K,O,1617,DAHILL RD,,01/05/0001 12:00:00 PM,408,d1,,Y,0830A,1000A,BK,,2012,,0,03 3,21-No Parking (street clean),,,,,,,,,,,,-73.97376779999999,40.6082236,1617,DAHILL RD,,,,,11223.0,3223635.0,cafa82680ccf57b1
97,197,1379072736,23120MG,NY,COM,03/07/2015,14,DELV,MJ/FY,P,65320,26130,9720,01/01/20161031 12:00:00 PM,41.0,41,41,934314,0041,0000,1103A,,BX,F,560,SOUTHERN BLVD,,01/05/0001 12:00:00 PM,408,C3,,BBBBBBB,ALL,ALL,WHITE,0.0,1999,-,0,,,,,,,,,,,,,,-73.903059,40.8122852,560,SOUTHERN BLVD,,,,,10455.0,2103058.0,621a0b9a81d798a5
98,200,7752342853,GBE2287,NY,PAS,05/05/2015,20,SUBN,TOYOT,T,64730,6180,8880,01/01/20160626 12:00:00 PM,66.0,66,66,361799,T302,G,1234P,,K,F,4509,NEW UTRECHT AVE,,01/05/0001 12:00:00 PM,408,d,,YYYYYYY,,,TN,,2006,,0,01 3,20A-No Parking (Non-COM),,,,,,,,,,,,-73.9942063,40.639556,4509,NEW UTRECHT AVE,,,,,11219.0,3178651.0,8d01d3ac22f80498
99,8259,7718198522,EJT2385,NY,PAS,03/16/2015,20,SUBN,HONDA,T,64730,6180,8880,01/01/20160622 12:00:00 PM,66.0,66,66,355667,T302,C,1225P,,K,F,4509,NEW UTRECHT AVE,,01/05/0001 12:00:00 PM,408,d,,YYYYYYY,,,BLACK,,2012,,0,24 3,20A-No Parking (Non-COM),,,,,,,,,,,,-73.9942063,40.639556,4509,NEW UTRECHT AVE,,,,,11219.0,3178651.0,8d01d3ac22f80498
100,203,8000931424,GTN7364,NY,PAS,03/06/2015,40,SUBN,HONDA,T,11710,35430,35450,01/01/20160831 12:00:00 PM,20.0,20,20,358150,T103,R,0232P,,NY,F,488,AMSTERDAM AVE,,01/05/0001 12:00:00 PM,408,e2,,YYYYYYY,,,GY,,2011,,0,44 7,40-Fire Hydrant,,,,,,,,,,,,-73.97635190000001,40.7861553,488,AMSTERDAM AVE,,,,,10024.0,1029313.0,2cd99c4b45d69bad
101,204,8017762446,F47CPR,NJ,PAS,02/13/2015,46,SUBN,AUDI,T,56530,42900,51030,01/01/88888888 12:00:00 PM,84.0,84,84,358668,T301,H,1229P,,K,F,204,LIVINGSTON ST,,01/05/0001 12:00:00 PM,408,f1,,,,,BLUE,,0,,0,03 3,46A-Double Parking (Non-COM),,,,,,,,,,,,-73.98609590000001,40.6896276,204,LIVINGSTON ST,,,,,11201.0,3000965.0,8112f64b06788149
102,6704,7559936064,GBE2278,NY,PAS,05/06/2015,19,4DSD,BMW,T,56530,42900,51030,01/01/20160625 12:00:00 PM,84.0,84,84,362227,T301,H,0339P,,K,F,204,LIVINGSTON ST,,01/05/0001 12:00:00 PM,408,c3,,YYYYYYY,,,WH,,2014,,0,03 3,19-No Stand (bus stop),,,,,,,,,,,,-73.98609590000001,40.6896276,204,LIVINGSTON ST,,,,,11201.0,3000965.0,8112f64b06788149
103,7696,1382939309,GTT2674,NY,PAS,06/24/2015,19,SDN,NISSA,P,56530,42900,51030,01/01/20170107 12:00:00 PM,84.0,84,84,921824,0084,0000,0945A,,K,F,204,LIVINGSTON ST,,01/05/0001 12:00:00 PM,408,F1,,BBBBBBB,ALL,ALL,GY,0.0,2007,-,0,,,,,,,,,,,,,,-73.98609590000001,40.6896276,204,LIVINGSTON ST,,,,,11201.0,3000965.0,8112f64b06788149
104,205,7241918721,FTF2865,NY,PAS,01/16/2015,14,4DSD,NISSA,T,53790,21140,53490,01/01/20150407 12:00:00 PM,106.0,106,106,347691,T402,A,1058A,,Q,F,118-03,LIBERTY AVE,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,BL,,1995,,0,26 4,14-No Standing,,,,,,,,,,,,-73.8248898,40.6861674,118-03,LIBERTY AVE,,,,,11419.0,226308.0,3f07e07b572badab
105,206,7241918721,FTF2865,NY,PAS,01/16/2015,14,4DSD,NISSA,T,53790,21140,53490,01/01/20150407 12:00:00 PM,106.0,106,106,347691,T402,A,1058A,,Q,F,118-03,LIBERTY AVE,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,BL,,1995,,0,26 4,14-No Standing,,,,,,,,,,,,-73.8248898,40.6861674,118-03,LIBERTY AVE,,,,,11419.0,226308.0,3f07e07b572badab
106,211,7291923074,42745JZ,NY,COM,12/18/2014,38,VAN,UTIL,T,13610,14210,35990,01/01/88888888 12:00:00 PM,26.0,26,26,361900,T103,J,1054A,,NY,F,2851,BROADWAY,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,WHITE,,2009,,0,41 7,38-Failure to Display Muni Rec,,,,,,,,,,,,-73.96667159999998,40.8046583,2851,BROADWAY,,,,,10025.0,1062730.0,25d9b8e127aefdd3
107,212,1379312267,GST1044,NY,PAS,02/14/2015,74,VAN,CHEVR,P,55330,37130,37180,01/01/20160904 12:00:00 PM,67.0,67,164,955301,0164,0000,0908P,,K,F,856,LENOX RD,,01/05/0001 12:00:00 PM,408,F7,,BBBBBBB,ALL,ALL,WHITE,0.0,1997,-,0,,,,,,,,,,,,,,-73.9276776,40.655404299999994,856,LENOX RD,,,,,11203.0,3137657.0,4ce30e1fdb2c81cc
108,213,8006215510,GJY9922,NY,PAS,11/11/2014,71,4DSD,TOYOT,T,25130,40930,18950,01/01/20151016 12:00:00 PM,70.0,70,70,361374,T302,P,0542P,,K,F,2149,CATON AVE,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,BR,,2001,,0,08 3,71A-Insp Sticker Expired (NYS),,,,,,,,,,,,-73.95876109999999,40.6531018,2149,CATON AVE,,,,,11226.0,3155221.0,5c43e31ca90b36d1
109,215,7002227452,XAUM87,NJ,PAS,09/06/2014,38,TR/C,FORD,T,59990,9790,9890,01/01/88880088 12:00:00 PM,108.0,108,108,356560,T401,G,1206P,,Q,F,42-17,QUEENS BLVD,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,1000P,WHITE,,0,,0,36 4,38-Failure to Display Muni Rec,,,,,,,,,,,,-73.92179940000001,40.7438146,42-17,QUEENS BLVD,,,,,11104.0,2431.0,9038c6842da3cae4
110,216,7002227452,XAUM87,NJ,PAS,09/06/2014,38,TR/C,FORD,T,59990,9790,9890,01/01/88880088 12:00:00 PM,108.0,108,108,356560,T401,G,1206P,,Q,F,42-17,QUEENS BLVD,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,1000P,WHITE,,0,,0,36 4,38-Failure to Display Muni Rec,,,,,,,,,,,,-73.92179940000001,40.7438146,42-17,QUEENS BLVD,,,,,11104.0,2431.0,9038c6842da3cae4
111,9856,7977470664,BTL7214,NY,PAS,01/31/2015,38,SUBN,AUDI,T,59990,9790,9890,01/01/20160822 12:00:00 PM,108.0,108,108,358919,T401,J,1229P,,Q,F,42-17,QUEENS BLVD,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,1000P,BL,,2014,,0,37 4,38-Failure to Display Muni Rec,,,,,,,,,,,,-73.92179940000001,40.7438146,42-17,QUEENS BLVD,,,,,11104.0,2431.0,9038c6842da3cae4
112,217,7134344770,GKP6099,NY,PAS,04/06/2015,38,4DSD,NISSA,T,73470,70930,18830,01/01/20160204 12:00:00 PM,73.0,73,73,357358,T301,B,1145A,,K,F,451,ROCKAWAY AVE,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,BK,,2002,,0,X 31,38-Failure to Display Muni Rec,,,,,,,,,,,,-73.9104088,40.6689506,451,ROCKAWAY AVE,,,,,11212.0,10169813.0,04e2ceb0ad8e1bcd
113,219,8024520813,FZM1408,NY,PAS,03/30/2015,38,4DSD,CHEVR,T,68690,41490,41460,01/01/20161126 12:00:00 PM,112.0,112,112,354057,T401,H,0423P,,Q,F,71-69,YELLOWSTONE BLVD,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,BK,,2011,,0,A 41,38-Failure to Display Muni Rec,,,,,,,,,,,,-73.85510749999999,40.720842,71-69,YELLOWSTONE BLVD,,,,,11375.0,83985.0,9951c9ec4095e02f
114,220,7627892790,U23EHW,NJ,PAS,09/06/2014,37,4DSD,TOYOT,T,32900,24390,14590,01/01/88888888 12:00:00 PM,5.0,5,5,361345,T105,E,0554P,0534A,NY,F,97,WALKER ST,,01/01/20140906 12:00:00 PM,408,h1,,Y,0800A,0700P,BLUE,,0,111-4633,0,032,37-Expired Muni Meter,,,,,,,,,,,,-74.000833,40.7177682,97,WALKER ST,,,,,10013.0,1002640.0,32cc00b074b5ddb6
